Surah,Ayah,Text,Char_Length,Casefolding,Tokenizing
48,5,"supaya Dia memasukkan orang-orang mukmin laki-laki dan perempuan ke dalam surga yang mengalir di bawahnya sungai-sungai, mereka kekal di dalamnya dan supaya Dia menutupi kesalahan-kesalahan mereka. Dan yang demikian itu adalah keberuntungan yang besar di sisi Allah",265,supaya dia memasukkan orang orang mukmin laki laki dan perempuan ke dalam surga yang mengalir di bawahnya sungai sungai mereka kekal di dalamnya dan supaya dia menutupi kesalahan kesalahan mereka dan yang demikian itu adalah keberuntungan yang besar di sisi allah,"['supaya', 'dia', 'memasukkan', 'orang', 'orang', 'mukmin', 'laki', 'laki', 'dan', 'perempuan', 'ke', 'dalam', 'surga', 'yang', 'mengalir', 'di', 'bawahnya', 'sungai', 'sungai', 'mereka', 'kekal', 'di', 'dalamnya', 'dan', 'supaya', 'dia', 'menutupi', 'kesalahan', 'kesalahan', 'mereka', 'dan', 'yang', 'demikian', 'itu', 'adalah', 'keberuntungan', 'yang', 'besar', 'di', 'sisi', 'allah']"
48,6,dan supaya Dia mengazab orang-orang munafik laki-laki dan perempuan dan orang-orang musyrik laki-laki dan perempuan yang mereka itu berprasangka buruk terhadap Allah. Mereka akan mendapat giliran (kebinasaan) yang amat buruk dan Allah memurkai dan mengutuk mereka serta menyediakan bagi mereka neraka Jahannam. Dan (neraka Jahannam) itulah sejahat-jahat tempat kembali.,369,dan supaya dia mengazab orang orang munafik laki laki dan perempuan dan orang orang musyrik laki laki dan perempuan yang mereka itu berprasangka buruk terhadap allah mereka akan mendapat giliran kebinasaan yang amat buruk dan allah memurkai dan mengutuk mereka se a menyediakan bagi mereka neraka jahannam dan neraka jahannam itulah sejahat jahat tempat kembali ,"['dan', 'supaya', 'dia', 'mengazab', 'orang', 'orang', 'munafik', 'laki', 'laki', 'dan', 'perempuan', 'dan', 'orang', 'orang', 'musyrik', 'laki', 'laki', 'dan', 'perempuan', 'yang', 'mereka', 'itu', 'berprasangka', 'buruk', 'terhadap', 'allah', 'mereka', 'akan', 'mendapat', 'giliran', 'kebinasaan', 'yang', 'amat', 'buruk', 'dan', 'allah', 'memurkai', 'dan', 'mengutuk', 'mereka', 'se', 'a', 'menyediakan', 'bagi', 'mereka', 'neraka', 'jahannam', 'dan', 'neraka', 'jahannam', 'itulah', 'sejahat', 'jahat', 'tempat', 'kembali']"
48,7,Dan kepunyaan Allah-lah tentara langit dan bumi. Dan adalah Allah Maha Perkasa lagi Maha Bijaksana.,99,dan kepunyaan allah lah tentara langit dan bumi dan adalah allah maha perkasa lagi maha bijaksana ,"['dan', 'kepunyaan', 'allah', 'lah', 'tentara', 'langit', 'dan', 'bumi', 'dan', 'adalah', 'allah', 'maha', 'perkasa', 'lagi', 'maha', 'bijaksana']"
48,8,"Sesungguhnya Kami mengutus kamu sebagai saksi, pembawa berita gembira dan pemberi peringatan",92,sesungguhnya kami mengutus kamu sebagai saksi pembawa berita gembira dan pemberi peringatan,"['sesungguhnya', 'kami', 'mengutus', 'kamu', 'sebagai', 'saksi', 'pembawa', 'berita', 'gembira', 'dan', 'pemberi', 'peringatan']"
48,9,"supaya kamu sekalian beriman kepada Allah dan Rasul-Nya, menguatkan (agama)Nya, membesarkan-Nya. Dan bertasbih kepada-Nya di waktu pagi dan petang.",147,supaya kamu sekalian beriman kepada allah dan rasul nya menguatkan agama nya membesarkan nya dan be asbih kepada nya di waktu pagi dan petang ,"['supaya', 'kamu', 'sekalian', 'beriman', 'kepada', 'allah', 'dan', 'rasul', 'nya', 'menguatkan', 'agama', 'nya', 'membesarkan', 'nya', 'dan', 'be', 'asbih', 'kepada', 'nya', 'di', 'waktu', 'pagi', 'dan', 'petang']"
48,10,"Bahwasanya orang-orang yang berjanji setia kepada kamu sesungguhnya mereka berjanji setia kepada Allah. Tangan Allah di atas tangan mereka, maka barangsiapa yang melanggar janjinya niscaya akibat ia melanggar janji itu akan menimpa dirinya sendiri dan barangsiapa menepati janjinya kepada Allah maka Allah akan memberinya pahala yang besar.",340,bahwasanya orang orang yang berjanji setia kepada kamu sesungguhnya mereka berjanji setia kepada allah tangan allah di atas tangan mereka maka barangsiapa yang melanggar janjinya niscaya akibat ia melanggar janji itu akan menimpa dirinya sendiri dan barangsiapa menepati janjinya kepada allah maka allah akan memberinya pahala yang besar ,"['bahwasanya', 'orang', 'orang', 'yang', 'berjanji', 'setia', 'kepada', 'kamu', 'sesungguhnya', 'mereka', 'berjanji', 'setia', 'kepada', 'allah', 'tangan', 'allah', 'di', 'atas', 'tangan', 'mereka', 'maka', 'barangsiapa', 'yang', 'melanggar', 'janjinya', 'niscaya', 'akibat', 'ia', 'melanggar', 'janji', 'itu', 'akan', 'menimpa', 'dirinya', 'sendiri', 'dan', 'barangsiapa', 'menepati', 'janjinya', 'kepada', 'allah', 'maka', 'allah', 'akan', 'memberinya', 'pahala', 'yang', 'besar']"
48,11,"Orang-orang Badwi yang tertinggal (tidak turut ke Hudaibiyah) akan mengatakan: ""Harta dan keluarga kami telah merintangi kami, maka mohonkanlah ampunan untuk kami""; mereka mengucapkan dengan lidahnya apa yang tidak ada dalam hatinya. Katakanlah: ""Maka siapakah (gerangan) yang dapat menghalang-halangi kehendak Allah jika Dia menghendaki kemudharatan bagimu atau jika Dia menghendaki manfaat bagimu. Sebenarnya Allah Maha Mengetahui apa yang kamu kerjakan.",456,orang orang badwi yang te inggal tidak turut ke hudaibiyah akan mengatakan ha a dan keluarga kami telah merintangi kami maka mohonkanlah ampunan untuk kami mereka mengucapkan dengan lidahnya apa yang tidak ada dalam hatinya katakanlah maka siapakah gerangan yang dapat menghalang halangi kehendak allah jika dia menghendaki kemudharatan bagimu atau jika dia menghendaki manfaat bagimu sebenarnya allah maha mengetahui apa yang kamu kerjakan ,"['orang', 'orang', 'badwi', 'yang', 'te', 'inggal', 'tidak', 'turut', 'ke', 'hudaibiyah', 'akan', 'mengatakan', 'ha', 'a', 'dan', 'keluarga', 'kami', 'telah', 'merintangi', 'kami', 'maka', 'mohonkanlah', 'ampunan', 'untuk', 'kami', 'mereka', 'mengucapkan', 'dengan', 'lidahnya', 'apa', 'yang', 'tidak', 'ada', 'dalam', 'hatinya', 'katakanlah', 'maka', 'siapakah', 'gerangan', 'yang', 'dapat', 'menghalang', 'halangi', 'kehendak', 'allah', 'jika', 'dia', 'menghendaki', 'kemudharatan', 'bagimu', 'atau', 'jika', 'dia', 'menghendaki', 'manfaat', 'bagimu', 'sebenarnya', 'allah', 'maha', 'mengetahui', 'apa', 'yang', 'kamu', 'kerjakan']"
48,12,"Tetapi kamu menyangka bahwa Rasul dan orang-orang mukmin tidak sekali-kali akan kembali kepada keluarga mereka selama-lamanya dan syaitan telah menjadikan kamu memandang baik dalam hatimu persangkaan itu, dan kamu telah menyangka dengan sangkaan yang buruk dan kamu menjadi kaum yang binasa.",291,tetapi kamu menyangka bahwa rasul dan orang orang mukmin tidak sekali kali akan kembali kepada keluarga mereka selama lamanya dan syaitan telah menjadikan kamu memandang baik dalam hatimu persangkaan itu dan kamu telah menyangka dengan sangkaan yang buruk dan kamu menjadi kaum yang binasa ,"['tetapi', 'kamu', 'menyangka', 'bahwa', 'rasul', 'dan', 'orang', 'orang', 'mukmin', 'tidak', 'sekali', 'kali', 'akan', 'kembali', 'kepada', 'keluarga', 'mereka', 'selama', 'lamanya', 'dan', 'syaitan', 'telah', 'menjadikan', 'kamu', 'memandang', 'baik', 'dalam', 'hatimu', 'persangkaan', 'itu', 'dan', 'kamu', 'telah', 'menyangka', 'dengan', 'sangkaan', 'yang', 'buruk', 'dan', 'kamu', 'menjadi', 'kaum', 'yang', 'binasa']"
48,13,Dan barangsiapa yang tidak beriman kepada Allah dan Rasul-Nya maka sesungguhnya Kami menyediakan untuk orang-orang yang kafir neraka yang bernyala-nyala.,153,dan barangsiapa yang tidak beriman kepada allah dan rasul nya maka sesungguhnya kami menyediakan untuk orang orang yang kafir neraka yang bernyala nyala ,"['dan', 'barangsiapa', 'yang', 'tidak', 'beriman', 'kepada', 'allah', 'dan', 'rasul', 'nya', 'maka', 'sesungguhnya', 'kami', 'menyediakan', 'untuk', 'orang', 'orang', 'yang', 'kafir', 'neraka', 'yang', 'bernyala', 'nyala']"
48,14,Dan hanya kepunyaan Allah-lah kerajaan langit dan bumi. Dia memberikan ampun kepada siapa yang dikehendaki-Nya dan mengazab siapa yang dikehendaki-Nya. Dan Allah Maha Pengampun lagi Maha Penyayang.,197,dan hanya kepunyaan allah lah kerajaan langit dan bumi dia memberikan ampun kepada siapa yang dikehendaki nya dan mengazab siapa yang dikehendaki nya dan allah maha pengampun lagi maha penyayang ,"['dan', 'hanya', 'kepunyaan', 'allah', 'lah', 'kerajaan', 'langit', 'dan', 'bumi', 'dia', 'memberikan', 'ampun', 'kepada', 'siapa', 'yang', 'dikehendaki', 'nya', 'dan', 'mengazab', 'siapa', 'yang', 'dikehendaki', 'nya', 'dan', 'allah', 'maha', 'pengampun', 'lagi', 'maha', 'penyayang']"
48,15,"Orang-orang Badwi yang tertinggal itu akan berkata apabila kamu berangkat untuk mengambil barang rampasan: ""Biarkanlah kami, niscaya kami mengikuti kamu""; mereka hendak merubah janji Allah. Katakanlah: ""Kamu sekali-kali tidak (boleh) mengikuti kami; demikian Allah telah menetapkan sebelumnya""; mereka akan mengatakan: ""Sebenarnya kamu dengki kepada kami"". Bahkan mereka tidak mengerti melainkan sedikit sekali.",411,orang orang badwi yang te inggal itu akan berkata apabila kamu berangkat untuk mengambil barang rampasan biarkanlah kami niscaya kami mengikuti kamu mereka hendak merubah janji allah katakanlah kamu sekali kali tidak boleh mengikuti kami demikian allah telah menetapkan sebelumnya mereka akan mengatakan sebenarnya kamu dengki kepada kami bahkan mereka tidak menge i melainkan sedikit sekali ,"['orang', 'orang', 'badwi', 'yang', 'te', 'inggal', 'itu', 'akan', 'berkata', 'apabila', 'kamu', 'berangkat', 'untuk', 'mengambil', 'barang', 'rampasan', 'biarkanlah', 'kami', 'niscaya', 'kami', 'mengikuti', 'kamu', 'mereka', 'hendak', 'merubah', 'janji', 'allah', 'katakanlah', 'kamu', 'sekali', 'kali', 'tidak', 'boleh', 'mengikuti', 'kami', 'demikian', 'allah', 'telah', 'menetapkan', 'sebelumnya', 'mereka', 'akan', 'mengatakan', 'sebenarnya', 'kamu', 'dengki', 'kepada', 'kami', 'bahkan', 'mereka', 'tidak', 'menge', 'i', 'melainkan', 'sedikit', 'sekali']"
48,16,"Katakanlah kepada orang-orang Badwi yang tertinggal: ""Kamu akan diajak untuk (memerangi) kaum yang mempunyai kekuatan yang besar, kamu akan memerangi mereka atau mereka menyerah (masuk Islam). Maka jika kamu patuhi (ajakan itu) niscaya Allah akan memberikan kepadamu pahala yang baik dan jika kamu berpaling sebagaimana kamu telah berpaling sebelumnya, niscaya Dia akan mengazab kamu dengan azab yang pedih"".",408,katakanlah kepada orang orang badwi yang te inggal kamu akan diajak untuk memerangi kaum yang mempunyai kekuatan yang besar kamu akan memerangi mereka atau mereka menyerah masuk islam maka jika kamu patuhi ajakan itu niscaya allah akan memberikan kepadamu pahala yang baik dan jika kamu berpaling sebagaimana kamu telah berpaling sebelumnya niscaya dia akan mengazab kamu dengan azab yang pedih ,"['katakanlah', 'kepada', 'orang', 'orang', 'badwi', 'yang', 'te', 'inggal', 'kamu', 'akan', 'diajak', 'untuk', 'memerangi', 'kaum', 'yang', 'mempunyai', 'kekuatan', 'yang', 'besar', 'kamu', 'akan', 'memerangi', 'mereka', 'atau', 'mereka', 'menyerah', 'masuk', 'islam', 'maka', 'jika', 'kamu', 'patuhi', 'ajakan', 'itu', 'niscaya', 'allah', 'akan', 'memberikan', 'kepadamu', 'pahala', 'yang', 'baik', 'dan', 'jika', 'kamu', 'berpaling', 'sebagaimana', 'kamu', 'telah', 'berpaling', 'sebelumnya', 'niscaya', 'dia', 'akan', 'mengazab', 'kamu', 'dengan', 'azab', 'yang', 'pedih']"
48,17,Tiada dosa atas orang-orang yang buta dan atas orang yang pincang dan atas orang yang sakit (apabila tidak ikut berperang). Dan barangsiapa yang taat kepada Allah dan Rasul-Nya; niscaya Allah akan memasukkannya ke dalam surga yang mengalir di bawahnya sungai-sungai dan barang siapa yang berpaling niscaya akan diazab-Nya dengan azab yang pedih.,345,tiada dosa atas orang orang yang buta dan atas orang yang pincang dan atas orang yang sakit apabila tidak ikut berperang dan barangsiapa yang taat kepada allah dan rasul nya niscaya allah akan memasukkannya ke dalam surga yang mengalir di bawahnya sungai sungai dan barang siapa yang berpaling niscaya akan diazab nya dengan azab yang pedih ,"['tiada', 'dosa', 'atas', 'orang', 'orang', 'yang', 'buta', 'dan', 'atas', 'orang', 'yang', 'pincang', 'dan', 'atas', 'orang', 'yang', 'sakit', 'apabila', 'tidak', 'ikut', 'berperang', 'dan', 'barangsiapa', 'yang', 'taat', 'kepada', 'allah', 'dan', 'rasul', 'nya', 'niscaya', 'allah', 'akan', 'memasukkannya', 'ke', 'dalam', 'surga', 'yang', 'mengalir', 'di', 'bawahnya', 'sungai', 'sungai', 'dan', 'barang', 'siapa', 'yang', 'berpaling', 'niscaya', 'akan', 'diazab', 'nya', 'dengan', 'azab', 'yang', 'pedih']"
48,18,"Sesungguhnya Allah telah ridha terhadap orang-orang mukmin ketika mereka berjanji setia kepadamu di bawah pohon, maka Allah mengetahui apa yang ada dalam hati mereka lalu menurunkan ketenangan atas mereka dan memberi balasan kepada mereka dengan kemenangan yang dekat (waktunya).",279,sesungguhnya allah telah ridha terhadap orang orang mukmin ketika mereka berjanji setia kepadamu di bawah pohon maka allah mengetahui apa yang ada dalam hati mereka lalu menurunkan ketenangan atas mereka dan memberi balasan kepada mereka dengan kemenangan yang dekat waktunya ,"['sesungguhnya', 'allah', 'telah', 'ridha', 'terhadap', 'orang', 'orang', 'mukmin', 'ketika', 'mereka', 'berjanji', 'setia', 'kepadamu', 'di', 'bawah', 'pohon', 'maka', 'allah', 'mengetahui', 'apa', 'yang', 'ada', 'dalam', 'hati', 'mereka', 'lalu', 'menurunkan', 'ketenangan', 'atas', 'mereka', 'dan', 'memberi', 'balasan', 'kepada', 'mereka', 'dengan', 'kemenangan', 'yang', 'dekat', 'waktunya']"
48,19,Serta harta rampasan yang banyak yang dapat mereka ambil. Dan adalah Allah Maha Perkasa lagi Maha Bijaksana.,108,se a ha a rampasan yang banyak yang dapat mereka ambil dan adalah allah maha perkasa lagi maha bijaksana ,"['se', 'a', 'ha', 'a', 'rampasan', 'yang', 'banyak', 'yang', 'dapat', 'mereka', 'ambil', 'dan', 'adalah', 'allah', 'maha', 'perkasa', 'lagi', 'maha', 'bijaksana']"
48,20,"Allah menjanjikan kepada kamu harta rampasan yang banyak yang dapat kamu ambil, maka disegerakan-Nya harta rampasan ini untukmu dan Dia menahan tangan manusia dari (membinasakan)mu (agar kamu mensyukuri-Nya) dan agar hal itu menjadi bukti bagi orang-orang mukmin dan agar Dia menunjuki kamu kepada jalan yang lurus.",315,allah menjanjikan kepada kamu ha a rampasan yang banyak yang dapat kamu ambil maka disegerakan nya ha a rampasan ini untukmu dan dia menahan tangan manusia dari membinasakan mu agar kamu mensyukuri nya dan agar hal itu menjadi bukti bagi orang orang mukmin dan agar dia menunjuki kamu kepada jalan yang lurus ,"['allah', 'menjanjikan', 'kepada', 'kamu', 'ha', 'a', 'rampasan', 'yang', 'banyak', 'yang', 'dapat', 'kamu', 'ambil', 'maka', 'disegerakan', 'nya', 'ha', 'a', 'rampasan', 'ini', 'untukmu', 'dan', 'dia', 'menahan', 'tangan', 'manusia', 'dari', 'membinasakan', 'mu', 'agar', 'kamu', 'mensyukuri', 'nya', 'dan', 'agar', 'hal', 'itu', 'menjadi', 'bukti', 'bagi', 'orang', 'orang', 'mukmin', 'dan', 'agar', 'dia', 'menunjuki', 'kamu', 'kepada', 'jalan', 'yang', 'lurus']"
48,21,Dan (telah menjanjikan pula kemenangan-kemenangan) yang lain (atas negeri-negeri) yang kamu belum dapat menguasainya yang sungguh Allah telah menentukan-Nya. Dan adalah Allah Maha Kuasa atas segala sesuatu.,206,dan telah menjanjikan pula kemenangan kemenangan yang lain atas negeri negeri yang kamu belum dapat menguasainya yang sungguh allah telah menentukan nya dan adalah allah maha kuasa atas segala sesuatu ,"['dan', 'telah', 'menjanjikan', 'pula', 'kemenangan', 'kemenangan', 'yang', 'lain', 'atas', 'negeri', 'negeri', 'yang', 'kamu', 'belum', 'dapat', 'menguasainya', 'yang', 'sungguh', 'allah', 'telah', 'menentukan', 'nya', 'dan', 'adalah', 'allah', 'maha', 'kuasa', 'atas', 'segala', 'sesuatu']"
48,22,Dan sekiranya orang-orang kafir itu memerangi kamu pastilah mereka berbalik melarikan diri ke belakang (kalah) kemudian mereka tiada memperoleh pelindung dan tidak (pula) penolong.,180,dan sekiranya orang orang kafir itu memerangi kamu pastilah mereka berbalik melarikan diri ke belakang kalah kemudian mereka tiada memperoleh pelindung dan tidak pula penolong ,"['dan', 'sekiranya', 'orang', 'orang', 'kafir', 'itu', 'memerangi', 'kamu', 'pastilah', 'mereka', 'berbalik', 'melarikan', 'diri', 'ke', 'belakang', 'kalah', 'kemudian', 'mereka', 'tiada', 'memperoleh', 'pelindung', 'dan', 'tidak', 'pula', 'penolong']"
48,23,"Sebagai suatu sunnatullah yang telah berlaku sejak dahulu, kamu sekali-kali tiada akan menemukan perubahan bagi sunnatullah itu.",128,sebagai suatu sunnatullah yang telah berlaku sejak dahulu kamu sekali kali tiada akan menemukan perubahan bagi sunnatullah itu ,"['sebagai', 'suatu', 'sunnatullah', 'yang', 'telah', 'berlaku', 'sejak', 'dahulu', 'kamu', 'sekali', 'kali', 'tiada', 'akan', 'menemukan', 'perubahan', 'bagi', 'sunnatullah', 'itu']"
48,24,"Dan Dialah yang menahan tangan mereka dari (membinasakan) kamu dan (menahan) tangan kamu dari (membinasakan) mereka di tengah kota Mekah sesudah Allah memenangkan kamu atas mereka, dan adalah Allah Maha Melihat apa yang kamu kerjakan.",234,dan dialah yang menahan tangan mereka dari membinasakan kamu dan menahan tangan kamu dari membinasakan mereka di tengah kota mekah sesudah allah memenangkan kamu atas mereka dan adalah allah maha melihat apa yang kamu kerjakan ,"['dan', 'dialah', 'yang', 'menahan', 'tangan', 'mereka', 'dari', 'membinasakan', 'kamu', 'dan', 'menahan', 'tangan', 'kamu', 'dari', 'membinasakan', 'mereka', 'di', 'tengah', 'kota', 'mekah', 'sesudah', 'allah', 'memenangkan', 'kamu', 'atas', 'mereka', 'dan', 'adalah', 'allah', 'maha', 'melihat', 'apa', 'yang', 'kamu', 'kerjakan']"
48,25,"Merekalah orang-orang yang kafir yang menghalangi kamu dari (masuk) Masjidil Haram dan menghalangi hewan korban sampai ke tempat (penyembelihan)nya. Dan kalau tidaklah karena laki-laki yang mukmin dan perempuan-perempuan yang mukmin yang tiada kamu ketahui, bahwa kamu akan membunuh mereka yang menyebabkan kamu ditimpa kesusahan tanpa pengetahuanmu (tentulah Allah tidak akan menahan tanganmu dari membinasakan mereka). Supaya Allah memasukkan siapa yang dikehendaki-Nya ke dalam rahmat-Nya. Sekiranya mereka tidak bercampur-baur, tentulah Kami akan mengazab orang-orang yag kafir di antara mereka dengan azab yang pedih.",622,merekalah orang orang yang kafir yang menghalangi kamu dari masuk masjidil haram dan menghalangi hewan korban sampai ke tempat penyembelihan nya dan kalau tidaklah karena laki laki yang mukmin dan perempuan perempuan yang mukmin yang tiada kamu ketahui bahwa kamu akan membunuh mereka yang menyebabkan kamu ditimpa kesusahan tanpa pengetahuanmu tentulah allah tidak akan menahan tanganmu dari membinasakan mereka supaya allah memasukkan siapa yang dikehendaki nya ke dalam rahmat nya sekiranya mereka tidak bercampur baur tentulah kami akan mengazab orang orang yag kafir di antara mereka dengan azab yang pedih ,"['merekalah', 'orang', 'orang', 'yang', 'kafir', 'yang', 'menghalangi', 'kamu', 'dari', 'masuk', 'masjidil', 'haram', 'dan', 'menghalangi', 'hewan', 'korban', 'sampai', 'ke', 'tempat', 'penyembelihan', 'nya', 'dan', 'kalau', 'tidaklah', 'karena', 'laki', 'laki', 'yang', 'mukmin', 'dan', 'perempuan', 'perempuan', 'yang', 'mukmin', 'yang', 'tiada', 'kamu', 'ketahui', 'bahwa', 'kamu', 'akan', 'membunuh', 'mereka', 'yang', 'menyebabkan', 'kamu', 'ditimpa', 'kesusahan', 'tanpa', 'pengetahuanmu', 'tentulah', 'allah', 'tidak', 'akan', 'menahan', 'tanganmu', 'dari', 'membinasakan', 'mereka', 'supaya', 'allah', 'memasukkan', 'siapa', 'yang', 'dikehendaki', 'nya', 'ke', 'dalam', 'rahmat', 'nya', 'sekiranya', 'mereka', 'tidak', 'bercampur', 'baur', 'tentulah', 'kami', 'akan', 'mengazab', 'orang', 'orang', 'yag', 'kafir', 'di', 'antara', 'mereka', 'dengan', 'azab', 'yang', 'pedih']"
48,26,"Ketika orang-orang kafir menanamkan dalam hati mereka kesombongan (yaitu) kesombongan jahiliyah lalu Allah menurunkan ketenangan kepada Rasul-Nya, dan kepada orang-orang mukmin dan Allah mewajibkan kepada mereka kalimat-takwa dan adalah mereka berhak dengan kalimat takwa itu dan patut memilikinya. Dan adalah Allah Maha Mengetahui segala sesuatu.",347,ketika orang orang kafir menanamkan dalam hati mereka kesombongan yaitu kesombongan jahiliyah lalu allah menurunkan ketenangan kepada rasul nya dan kepada orang orang mukmin dan allah mewajibkan kepada mereka kalimat takwa dan adalah mereka berhak dengan kalimat takwa itu dan patut memilikinya dan adalah allah maha mengetahui segala sesuatu ,"['ketika', 'orang', 'orang', 'kafir', 'menanamkan', 'dalam', 'hati', 'mereka', 'kesombongan', 'yaitu', 'kesombongan', 'jahiliyah', 'lalu', 'allah', 'menurunkan', 'ketenangan', 'kepada', 'rasul', 'nya', 'dan', 'kepada', 'orang', 'orang', 'mukmin', 'dan', 'allah', 'mewajibkan', 'kepada', 'mereka', 'kalimat', 'takwa', 'dan', 'adalah', 'mereka', 'berhak', 'dengan', 'kalimat', 'takwa', 'itu', 'dan', 'patut', 'memilikinya', 'dan', 'adalah', 'allah', 'maha', 'mengetahui', 'segala', 'sesuatu']"
